;time;customer;location
111;07:05:00;Linda Rodriguez;spices
112;07:05:00;Joseph Evans;spices
113;07:06:00;Jimmy Carson;spices
114;07:06:00;Mary Gutierrez;dairy
115;07:06:00;Anita Brooks;spices
116;07:06:00;Eric Sims;dairy
117;07:06:00;Rita Turner;fruit
118;07:06:00;Michael Morris;spices
119;07:06:00;Cheryl Wilson;drinks
120;07:06:00;Crystal Snyder;checkout and leave
121;07:06:00;Lindsey Cooley;checkout and leave
122;07:06:00;Katherine Valdez;fruit
123;07:06:00;Brittany Lewis;checkout and leave
124;07:06:00;Michael Tucker;fruit
125;07:06:00;Michael Fletcher;dairy
126;07:06:00;Seth Vasquez;drinks
127;07:06:00;Jessica Sullivan;dairy
128;07:06:00;Terry Fernandez;drinks
129;07:06:00;Adam Webb;drinks
130;07:06:00;Christian Mitchell;fruit
131;07:06:00;Kimberly Anthony;dairy
132;07:06:00;Brenda Tran;checkout and leave
133;07:06:00;Katherine Allen;fruit
134;07:06:00;Maureen Green;checkout and leave
135;07:06:00;Linda Rodriguez;fruit
136;07:06:00;Joseph Evans;fruit
137;07:06:00;Luke Villegas;entrance
138;07:06:00;Carolyn Young;entrance
139;07:06:00;Noah Rogers;entrance
140;07:06:00;Angela Walsh;entrance
141;07:06:00;Leslie Cannon;entrance
142;07:06:00;Angela Weaver;entrance
143;07:06:00;Neil Richardson;entrance
144;07:06:00;Benjamin Ward;entrance
145;07:07:00;Jimmy Carson;dairy
146;07:07:00;Mary Gutierrez;checkout and leave
147;07:07:00;Anita Brooks;checkout and leave
148;07:07:00;Eric Sims;fruit
149;07:07:00;Rita Turner;dairy
150;07:07:00;Michael Morris;dairy
151;07:07:00;Cheryl Wilson;dairy
152;07:07:00;Lindsey Cooley;checkout and leave
153;07:07:00;Katherine Valdez;fruit
154;07:07:00;Michael Tucker;dairy
155;07:07:00;Michael Fletcher;fruit
156;07:07:00;Seth Vasquez;fruit
157;07:07:00;Jessica Sullivan;dairy
158;07:07:00;Terry Fernandez;spices
159;07:07:00;Adam Webb;spices
160;07:07:00;Christian Mitchell;dairy
161;07:07:00;Kimberly Anthony;drinks
162;07:07:00;Katherine Allen;spices
163;07:07:00;Linda Rodriguez;dairy
164;07:07:00;Joseph Evans;fruit
165;07:07:00;Luke Villegas;spices
166;07:07:00;Carolyn Young;fruit
167;07:07:00;Noah Rogers;spices
168;07:07:00;Angela Walsh;fruit
169;07:07:00;Leslie Cannon;spices
170;07:07:00;Angela Weaver;drinks
171;07:07:00;Neil Richardson;dairy
172;07:07:00;Benjamin Ward;spices
173;07:07:00;John Bennett;entrance
174;07:07:00;Jimmy Lyons;entrance
175;07:07:00;Michael Sloan;entrance
176;07:07:00;Mr. Donald Garner;entrance
177;07:08:00;Jimmy Carson;dairy
178;07:08:00;Anita Brooks;checkout and leave
179;07:08:00;Eric Sims;dairy
180;07:08:00;Rita Turner;dairy
181;07:08:00;Michael Morris;fruit
182;07:08:00;Cheryl Wilson;fruit
183;07:08:00;Katherine Valdez;fruit
184;07:08:00;Michael Tucker;spices
185;07:08:00;Michael Fletcher;dairy
186;07:08:00;Seth Vasquez;fruit
187;07:08:00;Jessica Sullivan;checkout and leave
188;07:08:00;Terry Fernandez;spices
189;07:08:00;Adam Webb;dairy
190;07:08:00;Christian Mitchell;drinks
191;07:08:00;Kimberly Anthony;fruit
192;07:08:00;Katherine Allen;dairy
193;07:08:00;Linda Rodriguez;dairy
194;07:08:00;Joseph Evans;fruit
195;07:08:00;Luke Villegas;checkout and leave
196;07:08:00;Carolyn Young;drinks
197;07:08:00;Noah Rogers;fruit
198;07:08:00;Angela Walsh;fruit
199;07:08:00;Leslie Cannon;fruit
200;07:08:00;Angela Weaver;fruit
201;07:08:00;Neil Richardson;drinks
202;07:08:00;Benjamin Ward;drinks
203;07:08:00;John Bennett;drinks
204;07:08:00;Jimmy Lyons;drinks
205;07:08:00;Michael Sloan;drinks
206;07:08:00;Mr. Donald Garner;drinks
207;07:08:00;James Harper;entrance
208;07:08:00;Kim Carr;entrance
209;07:08:00;Emily Allen;entrance
210;07:08:00;Ashley Clark;entrance
211;07:09:00;Jimmy Carson;dairy
212;07:09:00;Eric Sims;checkout and leave
213;07:09:00;Rita Turner;dairy
214;07:09:00;Michael Morris;drinks
215;07:09:00;Cheryl Wilson;drinks
216;07:09:00;Katherine Valdez;drinks
217;07:09:00;Michael Tucker;checkout and leave
218;07:09:00;Michael Fletcher;dairy
219;07:09:00;Seth Vasquez;fruit
220;07:09:00;Terry Fernandez;fruit
221;07:09:00;Adam Webb;spices
222;07:09:00;Christian Mitchell;dairy
223;07:09:00;Kimberly Anthony;dairy
224;07:09:00;Katherine Allen;fruit
225;07:09:00;Linda Rodriguez;dairy
226;07:09:00;Joseph Evans;drinks
227;07:09:00;Carolyn Young;drinks
228;07:09:00;Noah Rogers;checkout and leave
229;07:09:00;Angela Walsh;drinks
230;07:09:00;Leslie Cannon;dairy
231;07:09:00;Angela Weaver;drinks
232;07:09:00;Neil Richardson;spices
233;07:09:00;Benjamin Ward;dairy
234;07:09:00;John Bennett;fruit
235;07:09:00;Jimmy Lyons;dairy
236;07:09:00;Michael Sloan;dairy
237;07:09:00;Mr. Donald Garner;fruit
238;07:09:00;James Harper;dairy
239;07:09:00;Kim Carr;fruit
240;07:09:00;Emily Allen;spices
241;07:09:00;Ashley Clark;fruit
242;07:09:00;Lisa Williams;entrance
243;07:09:00;Amanda Villarreal;entrance
244;07:10:00;Jimmy Carson;dairy
245;07:10:00;Rita Turner;dairy
246;07:10:00;Michael Morris;fruit
247;07:10:00;Cheryl Wilson;checkout and leave
248;07:10:00;Katherine Valdez;fruit
249;07:10:00;Michael Fletcher;fruit
250;07:10:00;Seth Vasquez;dairy
251;07:10:00;Terry Fernandez;fruit
252;07:10:00;Adam Webb;dairy
253;07:10:00;Christian Mitchell;dairy
254;07:10:00;Kimberly Anthony;dairy
255;07:10:00;Katherine Allen;dairy
256;07:10:00;Linda Rodriguez;checkout and leave
257;07:10:00;Joseph Evans;drinks
258;07:10:00;Carolyn Young;fruit
259;07:10:00;Angela Walsh;checkout and leave
260;07:10:00;Leslie Cannon;dairy
261;07:10:00;Angela Weaver;drinks
262;07:10:00;Neil Richardson;checkout and leave
263;07:10:00;Benjamin Ward;dairy
264;07:10:00;John Bennett;drinks
265;07:10:00;Jimmy Lyons;fruit
266;07:10:00;Michael Sloan;dairy
267;07:10:00;Mr. Donald Garner;fruit
268;07:10:00;James Harper;fruit
269;07:10:00;Kim Carr;fruit
270;07:10:00;Emily Allen;drinks
271;07:10:00;Ashley Clark;fruit
272;07:10:00;Lisa Williams;fruit
273;07:10:00;Amanda Villarreal;dairy
274;07:10:00;Holly Rivera;entrance
275;07:10:00;Warren Moreno;entrance
276;07:10:00;Jessica Alexander;entrance
277;07:11:00;Jimmy Carson;drinks
278;07:11:00;Rita Turner;dairy
279;07:11:00;Michael Morris;drinks
280;07:11:00;Katherine Valdez;spices
281;07:11:00;Michael Fletcher;fruit
282;07:11:00;Seth Vasquez;dairy
283;07:11:00;Terry Fernandez;drinks
284;07:11:00;Adam Webb;fruit
285;07:11:00;Christian Mitchell;fruit
286;07:11:00;Kimberly Anthony;checkout and leave
287;07:11:00;Katherine Allen;dairy
288;07:11:00;Joseph Evans;dairy
289;07:11:00;Carolyn Young;checkout and leave
290;07:11:00;Leslie Cannon;dairy
291;07:11:00;Angela Weaver;drinks
292;07:11:00;Benjamin Ward;dairy
293;07:11:00;John Bennett;fruit
294;07:11:00;Jimmy Lyons;drinks
295;07:11:00;Michael Sloan;checkout and leave
296;07:11:00;Mr. Donald Garner;dairy
297;07:11:00;James Harper;fruit
298;07:11:00;Kim Carr;dairy
299;07:11:00;Emily Allen;fruit
300;07:11:00;Ashley Clark;checkout and leave
301;07:11:00;Lisa Williams;dairy
302;07:11:00;Amanda Villarreal;dairy
303;07:11:00;Holly Rivera;fruit
304;07:11:00;Warren Moreno;drinks
305;07:11:00;Jessica Alexander;dairy
306;07:11:00;Frank Morton;entrance
307;07:11:00;Joseph Sosa;entrance
308;07:11:00;Brian Schneider;entrance
309;07:11:00;Kylie Reed;entrance
310;07:11:00;Mr. Stephen Francis;entrance
311;07:11:00;Alicia Greer;entrance
312;07:11:00;Sherri Morris;entrance
313;07:12:00;Jimmy Carson;fruit
314;07:12:00;Rita Turner;drinks
315;07:12:00;Michael Morris;drinks
316;07:12:00;Katherine Valdez;dairy
317;07:12:00;Michael Fletcher;checkout and leave
318;07:12:00;Seth Vasquez;dairy
319;07:12:00;Terry Fernandez;dairy
320;07:12:00;Adam Webb;checkout and leave
321;07:12:00;Christian Mitchell;spices
322;07:12:00;Katherine Allen;drinks
323;07:12:00;Joseph Evans;dairy
324;07:12:00;Leslie Cannon;fruit
325;07:12:00;Angela Weaver;drinks
326;07:12:00;Benjamin Ward;drinks
327;07:12:00;John Bennett;dairy
328;07:12:00;Jimmy Lyons;dairy
329;07:12:00;Mr. Donald Garner;drinks
330;07:12:00;James Harper;fruit
331;07:12:00;Kim Carr;fruit
332;07:12:00;Emily Allen;checkout and leave
333;07:12:00;Lisa Williams;fruit
334;07:12:00;Amanda Villarreal;dairy
335;07:12:00;Holly Rivera;spices
336;07:12:00;Warren Moreno;fruit
337;07:12:00;Jessica Alexander;dairy
338;07:12:00;Frank Morton;fruit
339;07:12:00;Joseph Sosa;spices
340;07:12:00;Brian Schneider;spices
341;07:12:00;Kylie Reed;drinks
342;07:12:00;Mr. Stephen Francis;fruit
343;07:12:00;Alicia Greer;spices
344;07:12:00;Sherri Morris;fruit
345;07:12:00;Anthony Oconnor;entrance
346;07:12:00;Shane Bailey;entrance
347;07:12:00;Cristian Shepard;entrance
348;07:12:00;Chad Cunningham;entrance
349;07:12:00;Kimberly Wallace;entrance
350;07:12:00;Andrew Jacobson;entrance
351;07:12:00;Tara Lynch;entrance
352;07:12:00;James Andrews;entrance
353;07:12:00;Matthew Smith;entrance
354;07:13:00;Jimmy Carson;dairy
355;07:13:00;Rita Turner;dairy
356;07:13:00;Michael Morris;checkout and leave
357;07:13:00;Katherine Valdez;spices
358;07:13:00;Seth Vasquez;dairy
359;07:13:00;Terry Fernandez;fruit
360;07:13:00;Christian Mitchell;drinks
361;07:13:00;Katherine Allen;drinks
362;07:13:00;Joseph Evans;dairy
363;07:13:00;Leslie Cannon;dairy
364;07:13:00;Angela Weaver;spices
365;07:13:00;Benjamin Ward;fruit
366;07:13:00;John Bennett;dairy
367;07:13:00;Jimmy Lyons;spices
368;07:13:00;Mr. Donald Garner;checkout and leave
369;07:13:00;James Harper;drinks
370;07:13:00;Kim Carr;dairy
371;07:13:00;Lisa Williams;checkout and leave
372;07:13:00;Amanda Villarreal;fruit
373;07:13:00;Holly Rivera;drinks
374;07:13:00;Warren Moreno;dairy
375;07:13:00;Jessica Alexander;fruit
376;07:13:00;Frank Morton;dairy
377;07:13:00;Joseph Sosa;dairy
378;07:13:00;Brian Schneider;dairy
379;07:13:00;Kylie Reed;dairy
380;07:13:00;Mr. Stephen Francis;spices
381;07:13:00;Alicia Greer;fruit
382;07:13:00;Sherri Morris;dairy
383;07:13:00;Anthony Oconnor;drinks
384;07:13:00;Shane Bailey;fruit
385;07:13:00;Cristian Shepard;drinks
386;07:13:00;Chad Cunningham;drinks
387;07:13:00;Kimberly Wallace;dairy
388;07:13:00;Andrew Jacobson;drinks
389;07:13:00;Tara Lynch;dairy
390;07:13:00;James Andrews;spices
391;07:13:00;Matthew Smith;dairy
392;07:13:00;Miss Christina Owens;entrance
393;07:13:00;Steven Martinez;entrance
394;07:13:00;Grace Smith;entrance
395;07:14:00;Jimmy Carson;dairy
396;07:14:00;Rita Turner;dairy
397;07:14:00;Katherine Valdez;dairy
398;07:14:00;Seth Vasquez;dairy
399;07:14:00;Terry Fernandez;fruit
400;07:14:00;Christian Mitchell;dairy
401;07:14:00;Katherine Allen;fruit
402;07:14:00;Joseph Evans;checkout and leave
403;07:14:00;Leslie Cannon;dairy
404;07:14:00;Angela Weaver;checkout and leave
405;07:14:00;Benjamin Ward;drinks
406;07:14:00;John Bennett;checkout and leave
407;07:14:00;Jimmy Lyons;fruit
408;07:14:00;James Harper;checkout and leave
409;07:14:00;Kim Carr;checkout and leave
410;07:14:00;Amanda Villarreal;checkout and leave
411;07:14:00;Holly Rivera;fruit
412;07:14:00;Warren Moreno;drinks
413;07:14:00;Jessica Alexander;dairy
414;07:14:00;Frank Morton;fruit
415;07:14:00;Joseph Sosa;fruit
416;07:14:00;Brian Schneider;drinks
417;07:14:00;Kylie Reed;fruit
418;07:14:00;Mr. Stephen Francis;dairy
419;07:14:00;Alicia Greer;drinks
420;07:14:00;Sherri Morris;fruit
421;07:14:00;Anthony Oconnor;drinks
422;07:14:00;Shane Bailey;fruit
423;07:14:00;Cristian Shepard;fruit
424;07:14:00;Chad Cunningham;dairy
425;07:14:00;Kimberly Wallace;fruit
426;07:14:00;Andrew Jacobson;dairy
427;07:14:00;Tara Lynch;fruit
428;07:14:00;James Andrews;drinks
429;07:14:00;Matthew Smith;checkout and leave
430;07:14:00;Miss Christina Owens;fruit
431;07:14:00;Steven Martinez;spices
432;07:14:00;Grace Smith;drinks
433;07:14:00;Dennis Grimes;entrance
434;07:14:00;Michael Greer;entrance
435;07:14:00;Brady Dixon;entrance
436;07:14:00;Terry Alvarez;entrance
437;07:14:00;Jacob Weber;entrance
438;07:15:00;Jimmy Carson;dairy
439;07:15:00;Rita Turner;checkout and leave
440;07:15:00;Katherine Valdez;dairy
441;07:15:00;Seth Vasquez;fruit
442;07:15:00;Terry Fernandez;dairy
443;07:15:00;Christian Mitchell;dairy
444;07:15:00;Katherine Allen;drinks
445;07:15:00;Leslie Cannon;fruit
446;07:15:00;Benjamin Ward;fruit
447;07:15:00;Jimmy Lyons;drinks
448;07:15:00;Kim Carr;checkout and leave
449;07:15:00;Holly Rivera;spices
450;07:15:00;Warren Moreno;spices
451;07:15:00;Jessica Alexander;drinks
452;07:15:00;Frank Morton;spices
453;07:15:00;Joseph Sosa;fruit
454;07:15:00;Brian Schneider;dairy
455;07:15:00;Kylie Reed;spices
456;07:15:00;Mr. Stephen Francis;fruit
457;07:15:00;Alicia Greer;dairy
458;07:15:00;Sherri Morris;drinks
459;07:15:00;Anthony Oconnor;dairy
460;07:15:00;Shane Bailey;dairy
461;07:15:00;Cristian Shepard;spices
462;07:15:00;Chad Cunningham;dairy
463;07:15:00;Kimberly Wallace;checkout and leave
464;07:15:00;Andrew Jacobson;checkout and leave
465;07:15:00;Tara Lynch;dairy
466;07:15:00;James Andrews;dairy
467;07:15:00;Miss Christina Owens;fruit
468;07:15:00;Steven Martinez;checkout and leave
469;07:15:00;Grace Smith;dairy
470;07:15:00;Dennis Grimes;fruit
471;07:15:00;Michael Greer;dairy
472;07:15:00;Brady Dixon;spices
473;07:15:00;Terry Alvarez;fruit
474;07:15:00;Jacob Weber;spices
475;07:15:00;Robert Freeman;entrance
476;07:15:00;Matthew Myers;entrance
477;07:15:00;Sandra Pearson;entrance
478;07:15:00;Danielle Chase;entrance
479;07:16:00;Jimmy Carson;dairy
480;07:16:00;Katherine Valdez;dairy
481;07:16:00;Seth Vasquez;drinks
482;07:16:00;Terry Fernandez;dairy
483;07:16:00;Christian Mitchell;spices
484;07:16:00;Katherine Allen;spices
485;07:16:00;Leslie Cannon;dairy
486;07:16:00;Benjamin Ward;spices
487;07:16:00;Jimmy Lyons;drinks
488;07:16:00;Holly Rivera;dairy
489;07:16:00;Warren Moreno;dairy
490;07:16:00;Jessica Alexander;dairy
491;07:16:00;Frank Morton;dairy
492;07:16:00;Joseph Sosa;drinks
493;07:16:00;Brian Schneider;checkout and leave
494;07:16:00;Kylie Reed;checkout and leave
495;07:16:00;Mr. Stephen Francis;fruit
496;07:16:00;Alicia Greer;spices
497;07:16:00;Sherri Morris;fruit
498;07:16:00;Anthony Oconnor;dairy
499;07:16:00;Shane Bailey;fruit
500;07:16:00;Cristian Shepard;dairy
501;07:16:00;Chad Cunningham;dairy
502;07:16:00;Andrew Jacobson;checkout and leave
503;07:16:00;Tara Lynch;drinks
504;07:16:00;James Andrews;fruit
505;07:16:00;Miss Christina Owens;dairy
506;07:16:00;Grace Smith;checkout and leave
507;07:16:00;Dennis Grimes;checkout and leave
508;07:16:00;Michael Greer;spices
509;07:16:00;Brady Dixon;drinks
510;07:16:00;Terry Alvarez;fruit
511;07:16:00;Jacob Weber;checkout and leave
512;07:16:00;Robert Freeman;spices
513;07:16:00;Matthew Myers;fruit
514;07:16:00;Sandra Pearson;dairy
515;07:16:00;Danielle Chase;fruit
516;07:16:00;Robert Smith;entrance
517;07:16:00;Linda Dalton;entrance
518;07:16:00;Mary Dawson;entrance
519;07:16:00;Lauren Lewis;entrance
520;07:17:00;Jimmy Carson;spices
521;07:17:00;Katherine Valdez;checkout and leave
522;07:17:00;Seth Vasquez;spices
523;07:17:00;Terry Fernandez;dairy
524;07:17:00;Christian Mitchell;dairy
525;07:17:00;Katherine Allen;checkout and leave
526;07:17:00;Leslie Cannon;fruit
527;07:17:00;Benjamin Ward;drinks
528;07:17:00;Jimmy Lyons;spices
529;07:17:00;Holly Rivera;drinks
530;07:17:00;Warren Moreno;dairy
531;07:17:00;Jessica Alexander;dairy
532;07:17:00;Frank Morton;fruit
533;07:17:00;Joseph Sosa;fruit
534;07:17:00;Kylie Reed;checkout and leave
535;07:17:00;Mr. Stephen Francis;checkout and leave
536;07:17:00;Alicia Greer;checkout and leave
537;07:17:00;Sherri Morris;fruit
538;07:17:00;Anthony Oconnor;checkout and leave
539;07:17:00;Shane Bailey;drinks
540;07:17:00;Cristian Shepard;drinks
541;07:17:00;Chad Cunningham;spices
542;07:17:00;Tara Lynch;fruit
543;07:17:00;James Andrews;drinks
544;07:17:00;Miss Christina Owens;fruit
545;07:17:00;Dennis Grimes;checkout and leave
546;07:17:00;Michael Greer;drinks
547;07:17:00;Brady Dixon;checkout and leave
548;07:17:00;Terry Alvarez;dairy
549;07:17:00;Robert Freeman;fruit
550;07:17:00;Matthew Myers;dairy
551;07:17:00;Sandra Pearson;spices
552;07:17:00;Danielle Chase;spices
553;07:17:00;Robert Smith;drinks
554;07:17:00;Linda Dalton;dairy
555;07:17:00;Mary Dawson;drinks
556;07:17:00;Lauren Lewis;fruit
557;07:17:00;Nathan Thomas;entrance
558;07:17:00;Autumn Phillips;entrance
559;07:17:00;Mary Lee;entrance
560;07:18:00;Jimmy Carson;dairy
561;07:18:00;Seth Vasquez;drinks
562;07:18:00;Terry Fernandez;dairy
563;07:18:00;Christian Mitchell;drinks
564;07:18:00;Leslie Cannon;dairy
565;07:18:00;Benjamin Ward;spices
566;07:18:00;Jimmy Lyons;fruit
567;07:18:00;Holly Rivera;fruit
568;07:18:00;Warren Moreno;fruit
569;07:18:00;Jessica Alexander;fruit
570;07:18:00;Frank Morton;dairy
571;07:18:00;Joseph Sosa;dairy
572;07:18:00;Mr. Stephen Francis;checkout and leave
573;07:18:00;Sherri Morris;drinks
574;07:18:00;Shane Bailey;dairy
575;07:18:00;Cristian Shepard;fruit
576;07:18:00;Chad Cunningham;fruit
577;07:18:00;Tara Lynch;dairy
578;07:18:00;James Andrews;checkout and leave
579;07:18:00;Miss Christina Owens;spices
580;07:18:00;Michael Greer;drinks
581;07:18:00;Terry Alvarez;drinks
582;07:18:00;Robert Freeman;checkout and leave
583;07:18:00;Matthew Myers;fruit
584;07:18:00;Sandra Pearson;dairy
585;07:18:00;Danielle Chase;fruit
586;07:18:00;Robert Smith;fruit
587;07:18:00;Linda Dalton;checkout and leave
588;07:18:00;Mary Dawson;fruit
589;07:18:00;Lauren Lewis;checkout and leave
590;07:18:00;Nathan Thomas;spices
591;07:18:00;Autumn Phillips;drinks
592;07:18:00;Mary Lee;spices
593;07:18:00;George Scott;entrance
594;07:18:00;Eric Long;entrance
595;07:18:00;Andrew Hill;entrance
596;07:18:00;Scott Chapman;entrance
597;07:19:00;Jimmy Carson;spices
598;07:19:00;Seth Vasquez;fruit
599;07:19:00;Terry Fernandez;drinks
600;07:19:00;Christian Mitchell;dairy
601;07:19:00;Leslie Cannon;spices
602;07:19:00;Benjamin Ward;checkout and leave
603;07:19:00;Jimmy Lyons;checkout and leave
604;07:19:00;Holly Rivera;fruit
605;07:19:00;Warren Moreno;checkout and leave
606;07:19:00;Jessica Alexander;fruit
607;07:19:00;Frank Morton;fruit
608;07:19:00;Joseph Sosa;fruit
609;07:19:00;Sherri Morris;drinks
610;07:19:00;Shane Bailey;fruit
611;07:19:00;Cristian Shepard;checkout and leave
612;07:19:00;Chad Cunningham;dairy
613;07:19:00;Tara Lynch;spices
614;07:19:00;Miss Christina Owens;fruit
615;07:19:00;Michael Greer;dairy
616;07:19:00;Terry Alvarez;fruit
617;07:19:00;Matthew Myers;drinks
618;07:19:00;Sandra Pearson;dairy
619;07:19:00;Danielle Chase;checkout and leave
620;07:19:00;Robert Smith;fruit
621;07:19:00;Mary Dawson;dairy
622;07:19:00;Nathan Thomas;checkout and leave
623;07:19:00;Autumn Phillips;checkout and leave
624;07:19:00;Mary Lee;fruit
625;07:19:00;George Scott;dairy
626;07:19:00;Eric Long;fruit
627;07:19:00;Andrew Hill;spices
628;07:19:00;Scott Chapman;spices
629;07:19:00;Steven Norris;entrance
630;07:19:00;Kelly Cowan;entrance
631;07:19:00;Brittany Garcia;entrance
632;07:19:00;Mark Miller;entrance
633;07:19:00;Marcus Green;entrance
634;07:19:00;Evelyn Thomas;entrance
635;07:20:00;Jimmy Carson;spices
636;07:20:00;Seth Vasquez;checkout and leave
637;07:20:00;Terry Fernandez;checkout and leave
638;07:20:00;Christian Mitchell;fruit
639;07:20:00;Leslie Cannon;dairy
640;07:20:00;Jimmy Lyons;checkout and leave
641;07:20:00;Holly Rivera;drinks
642;07:20:00;Jessica Alexander;spices
643;07:20:00;Frank Morton;dairy
644;07:20:00;Joseph Sosa;fruit
645;07:20:00;Sherri Morris;fruit
646;07:20:00;Shane Bailey;drinks
647;07:20:00;Chad Cunningham;spices
648;07:20:00;Tara Lynch;dairy
649;07:20:00;Miss Christina Owens;fruit
650;07:20:00;Michael Greer;fruit
651;07:20:00;Terry Alvarez;fruit
652;07:20:00;Matthew Myers;fruit
653;07:20:00;Sandra Pearson;dairy
654;07:20:00;Robert Smith;fruit
655;07:20:00;Mary Dawson;dairy
656;07:20:00;Autumn Phillips;checkout and leave
657;07:20:00;Mary Lee;drinks
658;07:20:00;George Scott;drinks
659;07:20:00;Eric Long;checkout and leave
660;07:20:00;Andrew Hill;fruit
661;07:20:00;Scott Chapman;drinks
662;07:20:00;Steven Norris;drinks
663;07:20:00;Kelly Cowan;spices
664;07:20:00;Brittany Garcia;drinks
665;07:20:00;Mark Miller;spices
666;07:20:00;Marcus Green;fruit
667;07:20:00;Evelyn Thomas;drinks
668;07:20:00;Christopher Dixon;entrance
669;07:20:00;Daniel Jones;entrance
670;07:20:00;Michele Smith;entrance
671;07:20:00;Yolanda Mejia;entrance
672;07:20:00;Michelle Steele;entrance
673;07:20:00;Ashley Sweeney;entrance
674;07:20:00;Misty Bowen;entrance
