;time;customer;location
174;07:07:00;Billy Turner;fruit
175;07:07:00;Chelsey Cordova;drinks
176;07:07:00;Leah Esparza;drinks
177;07:07:00;Tina Kelly;dairy
178;07:07:00;Ronald White;entrance
179;07:07:00;Ryan Oliver;entrance
180;07:07:00;Mrs. Elizabeth Roberts DDS;entrance
181;07:07:00;Veronica Alvarado;entrance
182;07:08:00;Walter Mills;fruit
183;07:08:00;Summer Cole;dairy
184;07:08:00;Debra Young;drinks
185;07:08:00;David Harris;spices
186;07:08:00;Gregory Browning;drinks
187;07:08:00;Connie Williams;dairy
188;07:08:00;Valerie Bonilla;checkout and leave
189;07:08:00;Martin Williams;dairy
190;07:08:00;Samantha Russell;checkout and leave
191;07:08:00;Felicia Espinoza;dairy
192;07:08:00;Amanda Barrett;fruit
193;07:08:00;Richard Sanchez;fruit
194;07:08:00;Erin Burnett;fruit
195;07:08:00;Michelle Martin;dairy
196;07:08:00;Kelly Burgess;checkout and leave
197;07:08:00;William Sanchez;dairy
198;07:08:00;Stephanie Wallace;dairy
199;07:08:00;Justin Dickson;spices
200;07:08:00;Charles Medina;drinks
201;07:08:00;Paul Foster;fruit
202;07:08:00;Rebecca Burton;dairy
203;07:08:00;Chelsey Leach;fruit
204;07:08:00;Ashley Wright;dairy
205;07:08:00;Barry Esparza;drinks
206;07:08:00;Deborah Sanford;drinks
207;07:08:00;Billy Turner;drinks
208;07:08:00;Chelsey Cordova;dairy
209;07:08:00;Leah Esparza;checkout and leave
210;07:08:00;Tina Kelly;drinks
211;07:08:00;Ronald White;drinks
212;07:08:00;Ryan Oliver;dairy
213;07:08:00;Mrs. Elizabeth Roberts DDS;drinks
214;07:08:00;Veronica Alvarado;drinks
215;07:08:00;Stefanie Guerra;entrance
216;07:08:00;Isaiah Taylor;entrance
217;07:08:00;Henry Torres;entrance
218;07:08:00;Teresa Thompson;entrance
219;07:09:00;Walter Mills;fruit
220;07:09:00;Summer Cole;checkout and leave
221;07:09:00;Debra Young;checkout and leave
222;07:09:00;David Harris;drinks
223;07:09:00;Gregory Browning;drinks
224;07:09:00;Connie Williams;fruit
225;07:09:00;Martin Williams;drinks
226;07:09:00;Felicia Espinoza;dairy
227;07:09:00;Amanda Barrett;dairy
228;07:09:00;Richard Sanchez;fruit
229;07:09:00;Erin Burnett;checkout and leave
230;07:09:00;Michelle Martin;drinks
231;07:09:00;William Sanchez;dairy
232;07:09:00;Stephanie Wallace;fruit
233;07:09:00;Justin Dickson;checkout and leave
234;07:09:00;Charles Medina;fruit
235;07:09:00;Paul Foster;checkout and leave
236;07:09:00;Rebecca Burton;checkout and leave
237;07:09:00;Chelsey Leach;drinks
238;07:09:00;Ashley Wright;fruit
239;07:09:00;Barry Esparza;spices
240;07:09:00;Deborah Sanford;fruit
241;07:09:00;Billy Turner;fruit
242;07:09:00;Chelsey Cordova;spices
243;07:09:00;Tina Kelly;drinks
244;07:09:00;Ronald White;fruit
245;07:09:00;Ryan Oliver;checkout and leave
246;07:09:00;Mrs. Elizabeth Roberts DDS;spices
247;07:09:00;Veronica Alvarado;dairy
248;07:09:00;Stefanie Guerra;spices
249;07:09:00;Isaiah Taylor;dairy
250;07:09:00;Henry Torres;spices
251;07:09:00;Teresa Thompson;spices
252;07:09:00;Emily Griffin;entrance
253;07:09:00;Alejandro Nelson;entrance
254;07:10:00;Walter Mills;dairy
255;07:10:00;Debra Young;checkout and leave
256;07:10:00;David Harris;spices
257;07:10:00;Gregory Browning;fruit
258;07:10:00;Connie Williams;fruit
259;07:10:00;Martin Williams;drinks
260;07:10:00;Felicia Espinoza;fruit
261;07:10:00;Amanda Barrett;dairy
262;07:10:00;Richard Sanchez;dairy
263;07:10:00;Michelle Martin;dairy
264;07:10:00;William Sanchez;spices
265;07:10:00;Stephanie Wallace;drinks
266;07:10:00;Charles Medina;fruit
267;07:10:00;Rebecca Burton;checkout and leave
268;07:10:00;Chelsey Leach;dairy
269;07:10:00;Ashley Wright;dairy
270;07:10:00;Barry Esparza;fruit
271;07:10:00;Deborah Sanford;checkout and leave
272;07:10:00;Billy Turner;dairy
273;07:10:00;Chelsey Cordova;spices
274;07:10:00;Tina Kelly;checkout and leave
275;07:10:00;Ronald White;drinks
276;07:10:00;Mrs. Elizabeth Roberts DDS;drinks
277;07:10:00;Veronica Alvarado;fruit
278;07:10:00;Stefanie Guerra;dairy
279;07:10:00;Isaiah Taylor;fruit
280;07:10:00;Henry Torres;drinks
281;07:10:00;Teresa Thompson;dairy
282;07:10:00;Emily Griffin;dairy
283;07:10:00;Alejandro Nelson;dairy
284;07:10:00;Amy Ho;entrance
285;07:10:00;Rhonda Green;entrance
286;07:10:00;Katie Anderson;entrance
287;07:11:00;Walter Mills;fruit
288;07:11:00;David Harris;dairy
289;07:11:00;Gregory Browning;dairy
290;07:11:00;Connie Williams;checkout and leave
291;07:11:00;Martin Williams;checkout and leave
292;07:11:00;Felicia Espinoza;checkout and leave
293;07:11:00;Amanda Barrett;drinks
294;07:11:00;Richard Sanchez;dairy
295;07:11:00;Michelle Martin;dairy
296;07:11:00;William Sanchez;checkout and leave
297;07:11:00;Stephanie Wallace;checkout and leave
298;07:11:00;Charles Medina;dairy
299;07:11:00;Chelsey Leach;fruit
300;07:11:00;Ashley Wright;fruit
301;07:11:00;Barry Esparza;fruit
302;07:11:00;Billy Turner;fruit
303;07:11:00;Chelsey Cordova;checkout and leave
304;07:11:00;Ronald White;dairy
305;07:11:00;Mrs. Elizabeth Roberts DDS;fruit
306;07:11:00;Veronica Alvarado;spices
307;07:11:00;Stefanie Guerra;spices
308;07:11:00;Isaiah Taylor;spices
309;07:11:00;Henry Torres;spices
310;07:11:00;Teresa Thompson;dairy
311;07:11:00;Emily Griffin;fruit
312;07:11:00;Alejandro Nelson;drinks
313;07:11:00;Amy Ho;fruit
314;07:11:00;Rhonda Green;drinks
315;07:11:00;Katie Anderson;fruit
316;07:11:00;Tina Peters;entrance
317;07:11:00;Susan Yang;entrance
318;07:11:00;Kathy Holland;entrance
319;07:11:00;Jonathan Lucas;entrance
320;07:11:00;Jessica Conner;entrance
321;07:11:00;Christine Carter;entrance
322;07:11:00;Manuel Taylor;entrance
323;07:12:00;Walter Mills;drinks
324;07:12:00;David Harris;fruit
325;07:12:00;Gregory Browning;dairy
326;07:12:00;Martin Williams;checkout and leave
327;07:12:00;Amanda Barrett;fruit
328;07:12:00;Richard Sanchez;drinks
329;07:12:00;Michelle Martin;fruit
330;07:12:00;Stephanie Wallace;checkout and leave
331;07:12:00;Charles Medina;spices
332;07:12:00;Chelsey Leach;dairy
333;07:12:00;Ashley Wright;dairy
334;07:12:00;Barry Esparza;fruit
335;07:12:00;Billy Turner;dairy
336;07:12:00;Ronald White;fruit
337;07:12:00;Mrs. Elizabeth Roberts DDS;fruit
338;07:12:00;Veronica Alvarado;dairy
339;07:12:00;Stefanie Guerra;fruit
340;07:12:00;Isaiah Taylor;dairy
341;07:12:00;Henry Torres;fruit
342;07:12:00;Teresa Thompson;dairy
343;07:12:00;Emily Griffin;checkout and leave
344;07:12:00;Alejandro Nelson;fruit
345;07:12:00;Amy Ho;dairy
346;07:12:00;Rhonda Green;fruit
347;07:12:00;Katie Anderson;dairy
348;07:12:00;Tina Peters;dairy
349;07:12:00;Susan Yang;spices
350;07:12:00;Kathy Holland;fruit
351;07:12:00;Jonathan Lucas;fruit
352;07:12:00;Jessica Conner;spices
353;07:12:00;Christine Carter;spices
354;07:12:00;Manuel Taylor;fruit
355;07:12:00;Tiffany Wallace;entrance
356;07:12:00;Terri Hill;entrance
357;07:12:00;Jennifer Bryant;entrance
358;07:12:00;Ebony White;entrance
359;07:12:00;Luis Warner;entrance
360;07:12:00;Andrea Gonzales;entrance
361;07:12:00;Michael Roberts;entrance
362;07:12:00;Sandra Flores;entrance
363;07:12:00;Justin Kelley;entrance
364;07:13:00;Walter Mills;dairy
365;07:13:00;David Harris;dairy
366;07:13:00;Gregory Browning;dairy
367;07:13:00;Amanda Barrett;drinks
368;07:13:00;Richard Sanchez;drinks
369;07:13:00;Michelle Martin;fruit
370;07:13:00;Charles Medina;dairy
371;07:13:00;Chelsey Leach;checkout and leave
372;07:13:00;Ashley Wright;spices
373;07:13:00;Barry Esparza;fruit
374;07:13:00;Billy Turner;dairy
375;07:13:00;Ronald White;dairy
376;07:13:00;Mrs. Elizabeth Roberts DDS;checkout and leave
377;07:13:00;Veronica Alvarado;drinks
378;07:13:00;Stefanie Guerra;dairy
379;07:13:00;Isaiah Taylor;fruit
380;07:13:00;Henry Torres;dairy
381;07:13:00;Teresa Thompson;spices
382;07:13:00;Alejandro Nelson;checkout and leave
383;07:13:00;Amy Ho;drinks
384;07:13:00;Rhonda Green;checkout and leave
385;07:13:00;Katie Anderson;checkout and leave
386;07:13:00;Tina Peters;fruit
387;07:13:00;Susan Yang;dairy
388;07:13:00;Kathy Holland;spices
389;07:13:00;Jonathan Lucas;spices
390;07:13:00;Jessica Conner;dairy
391;07:13:00;Christine Carter;drinks
392;07:13:00;Manuel Taylor;spices
393;07:13:00;Tiffany Wallace;drinks
394;07:13:00;Terri Hill;drinks
395;07:13:00;Jennifer Bryant;dairy
396;07:13:00;Ebony White;spices
397;07:13:00;Luis Warner;spices
398;07:13:00;Andrea Gonzales;dairy
399;07:13:00;Michael Roberts;dairy
400;07:13:00;Sandra Flores;dairy
401;07:13:00;Justin Kelley;dairy
402;07:13:00;Michael Ryan;entrance
403;07:13:00;Terri Perez;entrance
404;07:13:00;Raymond Lawson;entrance
405;07:14:00;Walter Mills;checkout and leave
406;07:14:00;David Harris;fruit
407;07:14:00;Gregory Browning;dairy
408;07:14:00;Amanda Barrett;drinks
409;07:14:00;Richard Sanchez;fruit
410;07:14:00;Michelle Martin;spices
411;07:14:00;Charles Medina;dairy
412;07:14:00;Ashley Wright;dairy
413;07:14:00;Barry Esparza;fruit
414;07:14:00;Billy Turner;fruit
415;07:14:00;Ronald White;drinks
416;07:14:00;Veronica Alvarado;spices
417;07:14:00;Stefanie Guerra;checkout and leave
418;07:14:00;Isaiah Taylor;drinks
419;07:14:00;Henry Torres;dairy
420;07:14:00;Teresa Thompson;fruit
421;07:14:00;Amy Ho;fruit
422;07:14:00;Katie Anderson;checkout and leave
423;07:14:00;Tina Peters;fruit
424;07:14:00;Susan Yang;checkout and leave
425;07:14:00;Kathy Holland;fruit
426;07:14:00;Jonathan Lucas;dairy
427;07:14:00;Jessica Conner;checkout and leave
428;07:14:00;Christine Carter;dairy
429;07:14:00;Manuel Taylor;dairy
430;07:14:00;Tiffany Wallace;dairy
431;07:14:00;Terri Hill;fruit
432;07:14:00;Jennifer Bryant;drinks
433;07:14:00;Ebony White;fruit
434;07:14:00;Luis Warner;fruit
435;07:14:00;Andrea Gonzales;drinks
436;07:14:00;Michael Roberts;dairy
437;07:14:00;Sandra Flores;fruit
438;07:14:00;Justin Kelley;fruit
439;07:14:00;Michael Ryan;fruit
440;07:14:00;Terri Perez;fruit
441;07:14:00;Raymond Lawson;spices
442;07:14:00;Stephanie Clark;entrance
443;07:14:00;Eric Paul;entrance
444;07:14:00;Isaiah Taylor;entrance
445;07:14:00;Heather Smith;entrance
446;07:14:00;Cody Miller;entrance
447;07:15:00;David Harris;spices
448;07:15:00;Gregory Browning;dairy
449;07:15:00;Amanda Barrett;checkout and leave
450;07:15:00;Richard Sanchez;dairy
451;07:15:00;Michelle Martin;fruit
452;07:15:00;Charles Medina;drinks
453;07:15:00;Ashley Wright;dairy
454;07:15:00;Barry Esparza;dairy
455;07:15:00;Billy Turner;dairy
456;07:15:00;Ronald White;dairy
457;07:15:00;Veronica Alvarado;fruit
458;07:15:00;Isaiah Taylor;fruit
459;07:15:00;Henry Torres;fruit
460;07:15:00;Teresa Thompson;fruit
461;07:15:00;Amy Ho;fruit
462;07:15:00;Tina Peters;dairy
463;07:15:00;Kathy Holland;checkout and leave
464;07:15:00;Jonathan Lucas;dairy
465;07:15:00;Christine Carter;drinks
466;07:15:00;Manuel Taylor;checkout and leave
467;07:15:00;Tiffany Wallace;fruit
468;07:15:00;Terri Hill;drinks
469;07:15:00;Jennifer Bryant;dairy
470;07:15:00;Ebony White;fruit
471;07:15:00;Luis Warner;dairy
472;07:15:00;Andrea Gonzales;dairy
473;07:15:00;Michael Roberts;dairy
474;07:15:00;Sandra Flores;dairy
475;07:15:00;Justin Kelley;checkout and leave
476;07:15:00;Michael Ryan;fruit
477;07:15:00;Terri Perez;fruit
478;07:15:00;Raymond Lawson;dairy
479;07:15:00;Stephanie Clark;drinks
480;07:15:00;Eric Paul;dairy
481;07:15:00;Isaiah Taylor;fruit
482;07:15:00;Heather Smith;drinks
483;07:15:00;Cody Miller;fruit
484;07:15:00;Timothy Simmons;entrance
485;07:15:00;Michael Watkins;entrance
486;07:15:00;Wayne Turner;entrance
487;07:15:00;Joyce Bush;entrance
488;07:16:00;David Harris;checkout and leave
489;07:16:00;Gregory Browning;spices
490;07:16:00;Richard Sanchez;drinks
491;07:16:00;Michelle Martin;spices
492;07:16:00;Charles Medina;dairy
493;07:16:00;Ashley Wright;dairy
494;07:16:00;Barry Esparza;drinks
495;07:16:00;Billy Turner;drinks
496;07:16:00;Ronald White;dairy
497;07:16:00;Veronica Alvarado;checkout and leave
498;07:16:00;Isaiah Taylor;dairy
499;07:16:00;Henry Torres;fruit
500;07:16:00;Teresa Thompson;dairy
501;07:16:00;Amy Ho;fruit
502;07:16:00;Tina Peters;checkout and leave
503;07:16:00;Jonathan Lucas;fruit
504;07:16:00;Christine Carter;fruit
505;07:16:00;Tiffany Wallace;drinks
506;07:16:00;Terri Hill;spices
507;07:16:00;Jennifer Bryant;fruit
508;07:16:00;Ebony White;fruit
509;07:16:00;Luis Warner;dairy
510;07:16:00;Andrea Gonzales;drinks
511;07:16:00;Michael Roberts;dairy
512;07:16:00;Sandra Flores;checkout and leave
513;07:16:00;Michael Ryan;drinks
514;07:16:00;Terri Perez;dairy
515;07:16:00;Raymond Lawson;fruit
516;07:16:00;Stephanie Clark;drinks
517;07:16:00;Eric Paul;dairy
518;07:16:00;Isaiah Taylor;spices
519;07:16:00;Heather Smith;fruit
520;07:16:00;Cody Miller;checkout and leave
521;07:16:00;Timothy Simmons;dairy
522;07:16:00;Michael Watkins;spices
523;07:16:00;Wayne Turner;fruit
524;07:16:00;Joyce Bush;drinks
525;07:16:00;Mr. Gregory Riley Jr.;entrance
526;07:16:00;Isaiah Simpson;entrance
527;07:16:00;Jeffery Mosley;entrance
528;07:16:00;Brandon Smith;entrance
529;07:17:00;Gregory Browning;drinks
530;07:17:00;Richard Sanchez;dairy
531;07:17:00;Michelle Martin;checkout and leave
532;07:17:00;Charles Medina;checkout and leave
533;07:17:00;Ashley Wright;drinks
534;07:17:00;Barry Esparza;dairy
535;07:17:00;Billy Turner;dairy
536;07:17:00;Ronald White;fruit
537;07:17:00;Isaiah Taylor;drinks
538;07:17:00;Henry Torres;drinks
539;07:17:00;Teresa Thompson;dairy
540;07:17:00;Amy Ho;dairy
541;07:17:00;Jonathan Lucas;fruit
542;07:17:00;Christine Carter;fruit
543;07:17:00;Tiffany Wallace;dairy
544;07:17:00;Terri Hill;dairy
545;07:17:00;Jennifer Bryant;drinks
546;07:17:00;Ebony White;drinks
547;07:17:00;Luis Warner;spices
548;07:17:00;Andrea Gonzales;checkout and leave
549;07:17:00;Michael Roberts;drinks
550;07:17:00;Michael Ryan;drinks
551;07:17:00;Terri Perez;fruit
552;07:17:00;Raymond Lawson;drinks
553;07:17:00;Stephanie Clark;spices
554;07:17:00;Eric Paul;dairy
555;07:17:00;Isaiah Taylor;drinks
556;07:17:00;Heather Smith;checkout and leave
557;07:17:00;Timothy Simmons;dairy
558;07:17:00;Michael Watkins;fruit
559;07:17:00;Wayne Turner;dairy
560;07:17:00;Joyce Bush;fruit
561;07:17:00;Mr. Gregory Riley Jr.;dairy
562;07:17:00;Isaiah Simpson;fruit
563;07:17:00;Jeffery Mosley;drinks
564;07:17:00;Brandon Smith;fruit
565;07:17:00;Ronald Matthews;entrance
566;07:17:00;Shannon Hopkins;entrance
567;07:17:00;Michael Baker;entrance
568;07:18:00;Gregory Browning;spices
569;07:18:00;Richard Sanchez;drinks
570;07:18:00;Charles Medina;checkout and leave
571;07:18:00;Ashley Wright;spices
572;07:18:00;Barry Esparza;fruit
573;07:18:00;Billy Turner;dairy
574;07:18:00;Ronald White;fruit
575;07:18:00;Isaiah Taylor;spices
576;07:18:00;Henry Torres;spices
577;07:18:00;Teresa Thompson;dairy
578;07:18:00;Amy Ho;drinks
579;07:18:00;Jonathan Lucas;dairy
580;07:18:00;Christine Carter;drinks
581;07:18:00;Tiffany Wallace;checkout and leave
582;07:18:00;Terri Hill;dairy
583;07:18:00;Jennifer Bryant;fruit
584;07:18:00;Ebony White;dairy
585;07:18:00;Luis Warner;drinks
586;07:18:00;Michael Roberts;fruit
587;07:18:00;Michael Ryan;drinks
588;07:18:00;Terri Perez;fruit
589;07:18:00;Raymond Lawson;dairy
590;07:18:00;Stephanie Clark;dairy
591;07:18:00;Eric Paul;drinks
592;07:18:00;Isaiah Taylor;dairy
593;07:18:00;Timothy Simmons;spices
594;07:18:00;Michael Watkins;checkout and leave
595;07:18:00;Wayne Turner;spices
596;07:18:00;Joyce Bush;checkout and leave
597;07:18:00;Mr. Gregory Riley Jr.;spices
598;07:18:00;Isaiah Simpson;dairy
599;07:18:00;Jeffery Mosley;fruit
600;07:18:00;Brandon Smith;dairy
601;07:18:00;Ronald Matthews;dairy
602;07:18:00;Shannon Hopkins;dairy
603;07:18:00;Michael Baker;fruit
604;07:18:00;Scott Arias;entrance
605;07:18:00;Heather Koch;entrance
606;07:18:00;Matthew Mccann;entrance
607;07:18:00;Mrs. Megan Smith;entrance
608;07:19:00;Gregory Browning;spices
609;07:19:00;Richard Sanchez;spices
610;07:19:00;Ashley Wright;drinks
611;07:19:00;Barry Esparza;spices
612;07:19:00;Billy Turner;spices
613;07:19:00;Ronald White;drinks
614;07:19:00;Isaiah Taylor;spices
615;07:19:00;Henry Torres;drinks
616;07:19:00;Teresa Thompson;drinks
617;07:19:00;Amy Ho;spices
618;07:19:00;Jonathan Lucas;checkout and leave
619;07:19:00;Christine Carter;drinks
620;07:19:00;Terri Hill;fruit
621;07:19:00;Jennifer Bryant;checkout and leave
622;07:19:00;Ebony White;spices
623;07:19:00;Luis Warner;spices
624;07:19:00;Michael Roberts;drinks
625;07:19:00;Michael Ryan;fruit
626;07:19:00;Terri Perez;spices
627;07:19:00;Raymond Lawson;dairy
628;07:19:00;Stephanie Clark;fruit
629;07:19:00;Eric Paul;checkout and leave
630;07:19:00;Isaiah Taylor;dairy
631;07:19:00;Timothy Simmons;fruit
632;07:19:00;Wayne Turner;dairy
633;07:19:00;Mr. Gregory Riley Jr.;spices
634;07:19:00;Isaiah Simpson;drinks
635;07:19:00;Jeffery Mosley;fruit
636;07:19:00;Brandon Smith;dairy
637;07:19:00;Ronald Matthews;drinks
638;07:19:00;Shannon Hopkins;spices
639;07:19:00;Michael Baker;checkout and leave
640;07:19:00;Scott Arias;dairy
641;07:19:00;Heather Koch;fruit
642;07:19:00;Matthew Mccann;drinks
643;07:19:00;Mrs. Megan Smith;spices
644;07:19:00;Matthew Smith;entrance
645;07:19:00;Jeffrey Hunt;entrance
646;07:19:00;Martha Merritt;entrance
647;07:19:00;Evelyn Martin;entrance
648;07:19:00;Kristin Anderson;entrance
649;07:19:00;Jeffrey Allen;entrance
650;07:20:00;Gregory Browning;drinks
651;07:20:00;Richard Sanchez;spices
652;07:20:00;Ashley Wright;dairy
653;07:20:00;Barry Esparza;spices
654;07:20:00;Billy Turner;fruit
655;07:20:00;Ronald White;dairy
656;07:20:00;Isaiah Taylor;checkout and leave
657;07:20:00;Henry Torres;dairy
658;07:20:00;Teresa Thompson;drinks
659;07:20:00;Amy Ho;spices
660;07:20:00;Christine Carter;checkout and leave
661;07:20:00;Terri Hill;dairy
662;07:20:00;Ebony White;spices
663;07:20:00;Luis Warner;fruit
664;07:20:00;Michael Roberts;checkout and leave
665;07:20:00;Michael Ryan;checkout and leave
666;07:20:00;Terri Perez;dairy
667;07:20:00;Raymond Lawson;spices
668;07:20:00;Stephanie Clark;drinks
669;07:20:00;Isaiah Taylor;dairy
670;07:20:00;Timothy Simmons;fruit
671;07:20:00;Wayne Turner;drinks
672;07:20:00;Mr. Gregory Riley Jr.;fruit
673;07:20:00;Isaiah Simpson;spices
674;07:20:00;Jeffery Mosley;fruit
675;07:20:00;Brandon Smith;fruit
676;07:20:00;Ronald Matthews;spices
677;07:20:00;Shannon Hopkins;dairy
678;07:20:00;Scott Arias;dairy
679;07:20:00;Heather Koch;dairy
680;07:20:00;Matthew Mccann;fruit
681;07:20:00;Mrs. Megan Smith;drinks
