;time;customer;location
86;07:05:00;Kurt Fuller;checkout and leave
87;07:05:00;Michael Velazquez;fruit
88;07:05:00;Mr. Christopher Gutierrez DDS;fruit
89;07:05:00;Ellen Williams;drinks
90;07:05:00;Gilbert Lawson;dairy
91;07:05:00;Robert Rios;fruit
92;07:05:00;Derek Andrade;spices
93;07:05:00;Christopher Lopez;dairy
94;07:05:00;Matthew Barrera;fruit
95;07:05:00;Peter Collins;checkout and leave
96;07:05:00;Joshua Porter;drinks
97;07:05:00;Richard Watts;fruit
98;07:05:00;Susan Jones;spices
99;07:05:00;Morgan Rich;drinks
100;07:05:00;Clayton Mckinney;fruit
101;07:05:00;Russell Suarez;checkout and leave
102;07:05:00;Jenna Ortega;spices
103;07:05:00;Mary Bryant;dairy
104;07:05:00;Brandy Peterson;checkout and leave
105;07:05:00;Brittney Molina;spices
106;07:05:00;Lindsey Osborn;fruit
107;07:05:00;Shannon Lopez;drinks
108;07:05:00;Mr. Anthony Barnett;spices
109;07:05:00;Thomas Dorsey;dairy
110;07:05:00;Daniel Martin;spices
111;07:06:00;Margaret Scott;fruit
112;07:06:00;Haley Perkins;dairy
113;07:06:00;Michael Velazquez;dairy
114;07:06:00;Mr. Christopher Gutierrez DDS;dairy
115;07:06:00;Ellen Williams;dairy
116;07:06:00;Gilbert Lawson;fruit
117;07:06:00;Robert Rios;dairy
118;07:06:00;Derek Andrade;dairy
119;07:06:00;Christopher Lopez;dairy
120;07:06:00;Matthew Barrera;fruit
121;07:06:00;Joshua Porter;fruit
122;07:06:00;Richard Watts;dairy
123;07:06:00;Susan Jones;dairy
124;07:06:00;Morgan Rich;spices
125;07:06:00;Clayton Mckinney;dairy
126;07:06:00;Jenna Ortega;drinks
127;07:06:00;Mary Bryant;spices
128;07:06:00;Brittney Molina;dairy
129;07:06:00;Lindsey Osborn;drinks
130;07:06:00;Shannon Lopez;fruit
131;07:06:00;Mr. Anthony Barnett;spices
132;07:06:00;Thomas Dorsey;spices
133;07:06:00;Daniel Martin;fruit
134;07:06:00;Alexander Bartlett;entrance
135;07:06:00;Holly Robertson;entrance
136;07:06:00;Steven Lopez;entrance
137;07:06:00;Jesse Morgan;entrance
138;07:06:00;Steven West;entrance
139;07:06:00;Gary Johnson;entrance
140;07:06:00;Brian Kane;entrance
141;07:06:00;Austin Johnson;entrance
142;07:07:00;Margaret Scott;fruit
143;07:07:00;Haley Perkins;checkout and leave
144;07:07:00;Michael Velazquez;drinks
145;07:07:00;Mr. Christopher Gutierrez DDS;spices
146;07:07:00;Ellen Williams;fruit
147;07:07:00;Gilbert Lawson;dairy
148;07:07:00;Robert Rios;drinks
149;07:07:00;Derek Andrade;checkout and leave
150;07:07:00;Christopher Lopez;dairy
151;07:07:00;Matthew Barrera;drinks
152;07:07:00;Joshua Porter;dairy
153;07:07:00;Richard Watts;dairy
154;07:07:00;Susan Jones;spices
155;07:07:00;Morgan Rich;checkout and leave
156;07:07:00;Clayton Mckinney;checkout and leave
157;07:07:00;Jenna Ortega;dairy
158;07:07:00;Mary Bryant;dairy
159;07:07:00;Brittney Molina;dairy
160;07:07:00;Lindsey Osborn;drinks
161;07:07:00;Shannon Lopez;drinks
162;07:07:00;Mr. Anthony Barnett;fruit
163;07:07:00;Thomas Dorsey;drinks
164;07:07:00;Daniel Martin;fruit
165;07:07:00;Alexander Bartlett;spices
166;07:07:00;Holly Robertson;drinks
167;07:07:00;Steven Lopez;spices
168;07:07:00;Jesse Morgan;spices
169;07:07:00;Steven West;spices
170;07:07:00;Gary Johnson;spices
171;07:07:00;Brian Kane;drinks
172;07:07:00;Austin Johnson;dairy
173;07:07:00;Ashley Atkinson;entrance
174;07:07:00;James Dunn;entrance
175;07:07:00;Daniel Powers;entrance
176;07:07:00;John Campbell;entrance
177;07:08:00;Margaret Scott;dairy
178;07:08:00;Michael Velazquez;spices
179;07:08:00;Mr. Christopher Gutierrez DDS;drinks
180;07:08:00;Ellen Williams;dairy
181;07:08:00;Gilbert Lawson;dairy
182;07:08:00;Robert Rios;dairy
183;07:08:00;Christopher Lopez;dairy
184;07:08:00;Matthew Barrera;fruit
185;07:08:00;Joshua Porter;checkout and leave
186;07:08:00;Richard Watts;dairy
187;07:08:00;Susan Jones;fruit
188;07:08:00;Clayton Mckinney;checkout and leave
189;07:08:00;Jenna Ortega;fruit
190;07:08:00;Mary Bryant;checkout and leave
191;07:08:00;Brittney Molina;fruit
192;07:08:00;Lindsey Osborn;dairy
193;07:08:00;Shannon Lopez;drinks
194;07:08:00;Mr. Anthony Barnett;dairy
195;07:08:00;Thomas Dorsey;drinks
196;07:08:00;Daniel Martin;drinks
197;07:08:00;Alexander Bartlett;fruit
198;07:08:00;Holly Robertson;checkout and leave
199;07:08:00;Steven Lopez;spices
200;07:08:00;Jesse Morgan;fruit
201;07:08:00;Steven West;fruit
202;07:08:00;Gary Johnson;fruit
203;07:08:00;Brian Kane;dairy
204;07:08:00;Austin Johnson;dairy
205;07:08:00;Ashley Atkinson;spices
206;07:08:00;James Dunn;drinks
207;07:08:00;Daniel Powers;drinks
208;07:08:00;John Campbell;dairy
209;07:08:00;Jose Long;entrance
210;07:08:00;Shelia Payne;entrance
211;07:08:00;Elizabeth Hicks;entrance
212;07:08:00;Ashley Sims;entrance
213;07:09:00;Margaret Scott;dairy
214;07:09:00;Michael Velazquez;dairy
215;07:09:00;Mr. Christopher Gutierrez DDS;dairy
216;07:09:00;Ellen Williams;drinks
217;07:09:00;Gilbert Lawson;drinks
218;07:09:00;Robert Rios;spices
219;07:09:00;Christopher Lopez;dairy
220;07:09:00;Matthew Barrera;checkout and leave
221;07:09:00;Richard Watts;drinks
222;07:09:00;Susan Jones;fruit
223;07:09:00;Jenna Ortega;drinks
224;07:09:00;Brittney Molina;fruit
225;07:09:00;Lindsey Osborn;fruit
226;07:09:00;Shannon Lopez;checkout and leave
227;07:09:00;Mr. Anthony Barnett;checkout and leave
228;07:09:00;Thomas Dorsey;fruit
229;07:09:00;Daniel Martin;dairy
230;07:09:00;Alexander Bartlett;drinks
231;07:09:00;Steven Lopez;dairy
232;07:09:00;Jesse Morgan;dairy
233;07:09:00;Steven West;dairy
234;07:09:00;Gary Johnson;drinks
235;07:09:00;Brian Kane;fruit
236;07:09:00;Austin Johnson;fruit
237;07:09:00;Ashley Atkinson;fruit
238;07:09:00;James Dunn;checkout and leave
239;07:09:00;Daniel Powers;dairy
240;07:09:00;John Campbell;dairy
241;07:09:00;Jose Long;fruit
242;07:09:00;Shelia Payne;drinks
243;07:09:00;Elizabeth Hicks;dairy
244;07:09:00;Ashley Sims;spices
245;07:09:00;Alyssa White;entrance
246;07:09:00;Kathleen Thomas;entrance
247;07:10:00;Margaret Scott;fruit
248;07:10:00;Michael Velazquez;dairy
249;07:10:00;Mr. Christopher Gutierrez DDS;dairy
250;07:10:00;Ellen Williams;drinks
251;07:10:00;Gilbert Lawson;drinks
252;07:10:00;Robert Rios;dairy
253;07:10:00;Christopher Lopez;dairy
254;07:10:00;Richard Watts;fruit
255;07:10:00;Susan Jones;fruit
256;07:10:00;Jenna Ortega;dairy
257;07:10:00;Brittney Molina;checkout and leave
258;07:10:00;Lindsey Osborn;checkout and leave
259;07:10:00;Mr. Anthony Barnett;checkout and leave
260;07:10:00;Thomas Dorsey;dairy
261;07:10:00;Daniel Martin;dairy
262;07:10:00;Alexander Bartlett;dairy
263;07:10:00;Steven Lopez;dairy
264;07:10:00;Jesse Morgan;fruit
265;07:10:00;Steven West;fruit
266;07:10:00;Gary Johnson;dairy
267;07:10:00;Brian Kane;dairy
268;07:10:00;Austin Johnson;checkout and leave
269;07:10:00;Ashley Atkinson;checkout and leave
270;07:10:00;Daniel Powers;dairy
271;07:10:00;John Campbell;checkout and leave
272;07:10:00;Jose Long;dairy
273;07:10:00;Shelia Payne;dairy
274;07:10:00;Elizabeth Hicks;fruit
275;07:10:00;Ashley Sims;spices
276;07:10:00;Alyssa White;dairy
277;07:10:00;Kathleen Thomas;fruit
278;07:10:00;Maria Woods;entrance
279;07:10:00;Mark Morrison;entrance
280;07:10:00;Victoria Moss;entrance
281;07:11:00;Margaret Scott;checkout and leave
282;07:11:00;Michael Velazquez;spices
283;07:11:00;Mr. Christopher Gutierrez DDS;spices
284;07:11:00;Ellen Williams;fruit
285;07:11:00;Gilbert Lawson;fruit
286;07:11:00;Robert Rios;drinks
287;07:11:00;Christopher Lopez;checkout and leave
288;07:11:00;Richard Watts;checkout and leave
289;07:11:00;Susan Jones;spices
290;07:11:00;Jenna Ortega;checkout and leave
291;07:11:00;Lindsey Osborn;checkout and leave
292;07:11:00;Thomas Dorsey;fruit
293;07:11:00;Daniel Martin;fruit
294;07:11:00;Alexander Bartlett;fruit
295;07:11:00;Steven Lopez;fruit
296;07:11:00;Jesse Morgan;dairy
297;07:11:00;Steven West;drinks
298;07:11:00;Gary Johnson;dairy
299;07:11:00;Brian Kane;dairy
300;07:11:00;Ashley Atkinson;checkout and leave
301;07:11:00;Daniel Powers;drinks
302;07:11:00;Jose Long;dairy
303;07:11:00;Shelia Payne;drinks
304;07:11:00;Elizabeth Hicks;fruit
305;07:11:00;Ashley Sims;dairy
306;07:11:00;Alyssa White;drinks
307;07:11:00;Kathleen Thomas;drinks
308;07:11:00;Maria Woods;drinks
309;07:11:00;Mark Morrison;drinks
310;07:11:00;Victoria Moss;dairy
311;07:11:00;David Sanchez DVM;entrance
312;07:11:00;Jordan Peterson;entrance
313;07:11:00;Timothy Carter;entrance
314;07:11:00;Rodney Salinas;entrance
315;07:11:00;Jennifer Roberts;entrance
316;07:11:00;Frank Petty;entrance
317;07:11:00;Latasha Douglas;entrance
318;07:12:00;Michael Velazquez;dairy
319;07:12:00;Mr. Christopher Gutierrez DDS;drinks
320;07:12:00;Ellen Williams;dairy
321;07:12:00;Gilbert Lawson;drinks
322;07:12:00;Robert Rios;fruit
323;07:12:00;Richard Watts;checkout and leave
324;07:12:00;Susan Jones;spices
325;07:12:00;Lindsey Osborn;checkout and leave
326;07:12:00;Thomas Dorsey;spices
327;07:12:00;Daniel Martin;checkout and leave
328;07:12:00;Alexander Bartlett;checkout and leave
329;07:12:00;Steven Lopez;dairy
330;07:12:00;Jesse Morgan;checkout and leave
331;07:12:00;Steven West;fruit
332;07:12:00;Gary Johnson;fruit
333;07:12:00;Brian Kane;fruit
334;07:12:00;Daniel Powers;drinks
335;07:12:00;Jose Long;dairy
336;07:12:00;Shelia Payne;fruit
337;07:12:00;Elizabeth Hicks;dairy
338;07:12:00;Ashley Sims;drinks
339;07:12:00;Alyssa White;dairy
340;07:12:00;Kathleen Thomas;checkout and leave
341;07:12:00;Maria Woods;checkout and leave
342;07:12:00;Mark Morrison;dairy
343;07:12:00;Victoria Moss;dairy
344;07:12:00;David Sanchez DVM;dairy
345;07:12:00;Jordan Peterson;fruit
346;07:12:00;Timothy Carter;drinks
347;07:12:00;Rodney Salinas;spices
348;07:12:00;Jennifer Roberts;fruit
349;07:12:00;Frank Petty;fruit
350;07:12:00;Latasha Douglas;spices
351;07:12:00;Jon Flores;entrance
352;07:12:00;Jordan Baker;entrance
353;07:12:00;Mrs. Stacey Rodriguez;entrance
354;07:12:00;Jonathan Brown;entrance
355;07:12:00;Thomas Stewart;entrance
356;07:12:00;Taylor Ramirez;entrance
357;07:12:00;Mary Moon;entrance
358;07:12:00;Matthew Williams;entrance
359;07:12:00;Michael Jackson;entrance
360;07:13:00;Michael Velazquez;fruit
361;07:13:00;Mr. Christopher Gutierrez DDS;dairy
362;07:13:00;Ellen Williams;drinks
363;07:13:00;Gilbert Lawson;fruit
364;07:13:00;Robert Rios;fruit
365;07:13:00;Susan Jones;spices
366;07:13:00;Thomas Dorsey;fruit
367;07:13:00;Alexander Bartlett;checkout and leave
368;07:13:00;Steven Lopez;spices
369;07:13:00;Steven West;spices
370;07:13:00;Gary Johnson;fruit
371;07:13:00;Brian Kane;dairy
372;07:13:00;Daniel Powers;fruit
373;07:13:00;Jose Long;dairy
374;07:13:00;Shelia Payne;dairy
375;07:13:00;Elizabeth Hicks;dairy
376;07:13:00;Ashley Sims;fruit
377;07:13:00;Alyssa White;dairy
378;07:13:00;Maria Woods;checkout and leave
379;07:13:00;Mark Morrison;spices
380;07:13:00;Victoria Moss;dairy
381;07:13:00;David Sanchez DVM;drinks
382;07:13:00;Jordan Peterson;fruit
383;07:13:00;Timothy Carter;dairy
384;07:13:00;Rodney Salinas;fruit
385;07:13:00;Jennifer Roberts;dairy
386;07:13:00;Frank Petty;dairy
387;07:13:00;Latasha Douglas;drinks
388;07:13:00;Jon Flores;fruit
389;07:13:00;Jordan Baker;fruit
390;07:13:00;Mrs. Stacey Rodriguez;fruit
391;07:13:00;Jonathan Brown;fruit
392;07:13:00;Thomas Stewart;fruit
393;07:13:00;Taylor Ramirez;drinks
394;07:13:00;Mary Moon;dairy
395;07:13:00;Matthew Williams;drinks
396;07:13:00;Michael Jackson;dairy
397;07:13:00;Anthony Knox;entrance
398;07:13:00;Kelly Turner;entrance
399;07:13:00;Mrs. Michele Fischer;entrance
400;07:14:00;Michael Velazquez;fruit
401;07:14:00;Mr. Christopher Gutierrez DDS;fruit
402;07:14:00;Ellen Williams;spices
403;07:14:00;Gilbert Lawson;dairy
404;07:14:00;Robert Rios;dairy
405;07:14:00;Susan Jones;fruit
406;07:14:00;Thomas Dorsey;checkout and leave
407;07:14:00;Steven Lopez;dairy
408;07:14:00;Steven West;drinks
409;07:14:00;Gary Johnson;fruit
410;07:14:00;Brian Kane;fruit
411;07:14:00;Daniel Powers;dairy
412;07:14:00;Jose Long;fruit
413;07:14:00;Shelia Payne;fruit
414;07:14:00;Elizabeth Hicks;drinks
415;07:14:00;Ashley Sims;fruit
416;07:14:00;Alyssa White;checkout and leave
417;07:14:00;Mark Morrison;fruit
418;07:14:00;Victoria Moss;dairy
419;07:14:00;David Sanchez DVM;dairy
420;07:14:00;Jordan Peterson;fruit
421;07:14:00;Timothy Carter;drinks
422;07:14:00;Rodney Salinas;drinks
423;07:14:00;Jennifer Roberts;dairy
424;07:14:00;Frank Petty;dairy
425;07:14:00;Latasha Douglas;drinks
426;07:14:00;Jon Flores;drinks
427;07:14:00;Jordan Baker;dairy
428;07:14:00;Mrs. Stacey Rodriguez;drinks
429;07:14:00;Jonathan Brown;drinks
430;07:14:00;Thomas Stewart;fruit
431;07:14:00;Taylor Ramirez;fruit
432;07:14:00;Mary Moon;fruit
433;07:14:00;Matthew Williams;fruit
434;07:14:00;Michael Jackson;fruit
435;07:14:00;Anthony Knox;drinks
436;07:14:00;Kelly Turner;drinks
437;07:14:00;Mrs. Michele Fischer;spices
438;07:14:00;Elizabeth Jordan;entrance
439;07:14:00;Holly Moreno;entrance
440;07:14:00;Christina Pittman;entrance
441;07:14:00;David King;entrance
442;07:14:00;Anthony Williams;entrance
443;07:15:00;Michael Velazquez;spices
444;07:15:00;Mr. Christopher Gutierrez DDS;drinks
445;07:15:00;Ellen Williams;fruit
446;07:15:00;Gilbert Lawson;dairy
447;07:15:00;Robert Rios;drinks
448;07:15:00;Susan Jones;dairy
449;07:15:00;Steven Lopez;dairy
450;07:15:00;Steven West;dairy
451;07:15:00;Gary Johnson;dairy
452;07:15:00;Brian Kane;fruit
453;07:15:00;Daniel Powers;checkout and leave
454;07:15:00;Jose Long;checkout and leave
455;07:15:00;Shelia Payne;dairy
456;07:15:00;Elizabeth Hicks;dairy
457;07:15:00;Ashley Sims;fruit
458;07:15:00;Mark Morrison;dairy
459;07:15:00;Victoria Moss;dairy
460;07:15:00;David Sanchez DVM;drinks
461;07:15:00;Jordan Peterson;drinks
462;07:15:00;Timothy Carter;spices
463;07:15:00;Rodney Salinas;fruit
464;07:15:00;Jennifer Roberts;checkout and leave
465;07:15:00;Frank Petty;drinks
466;07:15:00;Latasha Douglas;drinks
467;07:15:00;Jon Flores;drinks
468;07:15:00;Jordan Baker;dairy
469;07:15:00;Mrs. Stacey Rodriguez;dairy
470;07:15:00;Jonathan Brown;checkout and leave
471;07:15:00;Thomas Stewart;dairy
472;07:15:00;Taylor Ramirez;checkout and leave
473;07:15:00;Mary Moon;drinks
474;07:15:00;Matthew Williams;dairy
475;07:15:00;Michael Jackson;spices
476;07:15:00;Anthony Knox;fruit
477;07:15:00;Kelly Turner;dairy
478;07:15:00;Mrs. Michele Fischer;dairy
479;07:15:00;Elizabeth Jordan;drinks
480;07:15:00;Holly Moreno;spices
481;07:15:00;Christina Pittman;spices
482;07:15:00;David King;fruit
483;07:15:00;Anthony Williams;dairy
484;07:15:00;Robert Hall;entrance
485;07:15:00;Joseph Collins;entrance
486;07:15:00;Keith Nixon;entrance
487;07:15:00;Shannon Tanner;entrance
488;07:16:00;Michael Velazquez;drinks
489;07:16:00;Mr. Christopher Gutierrez DDS;checkout and leave
490;07:16:00;Ellen Williams;spices
491;07:16:00;Gilbert Lawson;drinks
492;07:16:00;Robert Rios;fruit
493;07:16:00;Susan Jones;dairy
494;07:16:00;Steven Lopez;dairy
495;07:16:00;Steven West;dairy
496;07:16:00;Gary Johnson;dairy
497;07:16:00;Brian Kane;fruit
498;07:16:00;Jose Long;checkout and leave
499;07:16:00;Shelia Payne;checkout and leave
500;07:16:00;Elizabeth Hicks;drinks
501;07:16:00;Ashley Sims;dairy
502;07:16:00;Mark Morrison;dairy
503;07:16:00;Victoria Moss;fruit
504;07:16:00;David Sanchez DVM;checkout and leave
505;07:16:00;Jordan Peterson;drinks
506;07:16:00;Timothy Carter;dairy
507;07:16:00;Rodney Salinas;checkout and leave
508;07:16:00;Frank Petty;fruit
509;07:16:00;Latasha Douglas;spices
510;07:16:00;Jon Flores;dairy
511;07:16:00;Jordan Baker;dairy
512;07:16:00;Mrs. Stacey Rodriguez;spices
513;07:16:00;Thomas Stewart;dairy
514;07:16:00;Mary Moon;fruit
515;07:16:00;Matthew Williams;dairy
516;07:16:00;Michael Jackson;checkout and leave
517;07:16:00;Anthony Knox;dairy
518;07:16:00;Kelly Turner;dairy
519;07:16:00;Mrs. Michele Fischer;drinks
520;07:16:00;Elizabeth Jordan;dairy
521;07:16:00;Holly Moreno;spices
522;07:16:00;Christina Pittman;fruit
523;07:16:00;David King;fruit
524;07:16:00;Anthony Williams;fruit
525;07:16:00;Robert Hall;dairy
526;07:16:00;Joseph Collins;drinks
527;07:16:00;Keith Nixon;spices
528;07:16:00;Shannon Tanner;fruit
529;07:16:00;Kelly Davenport;entrance
530;07:16:00;Nicole Rice;entrance
531;07:16:00;Tom Coleman;entrance
532;07:16:00;Jason Baker;entrance
533;07:17:00;Michael Velazquez;dairy
534;07:17:00;Ellen Williams;checkout and leave
535;07:17:00;Gilbert Lawson;fruit
536;07:17:00;Robert Rios;fruit
537;07:17:00;Susan Jones;fruit
538;07:17:00;Steven Lopez;fruit
539;07:17:00;Steven West;drinks
540;07:17:00;Gary Johnson;drinks
541;07:17:00;Brian Kane;spices
542;07:17:00;Shelia Payne;checkout and leave
543;07:17:00;Elizabeth Hicks;drinks
544;07:17:00;Ashley Sims;checkout and leave
545;07:17:00;Mark Morrison;checkout and leave
546;07:17:00;Victoria Moss;dairy
547;07:17:00;Jordan Peterson;checkout and leave
548;07:17:00;Timothy Carter;checkout and leave
549;07:17:00;Frank Petty;dairy
550;07:17:00;Latasha Douglas;spices
551;07:17:00;Jon Flores;fruit
552;07:17:00;Jordan Baker;dairy
553;07:17:00;Mrs. Stacey Rodriguez;spices
554;07:17:00;Thomas Stewart;drinks
555;07:17:00;Mary Moon;dairy
556;07:17:00;Matthew Williams;checkout and leave
557;07:17:00;Anthony Knox;spices
558;07:17:00;Kelly Turner;spices
559;07:17:00;Mrs. Michele Fischer;dairy
560;07:17:00;Elizabeth Jordan;drinks
561;07:17:00;Holly Moreno;checkout and leave
562;07:17:00;Christina Pittman;fruit
563;07:17:00;David King;drinks
564;07:17:00;Anthony Williams;drinks
565;07:17:00;Robert Hall;dairy
566;07:17:00;Joseph Collins;spices
567;07:17:00;Keith Nixon;drinks
568;07:17:00;Shannon Tanner;drinks
569;07:17:00;Kelly Davenport;spices
570;07:17:00;Nicole Rice;fruit
571;07:17:00;Tom Coleman;spices
572;07:17:00;Jason Baker;dairy
573;07:17:00;Mark Warren;entrance
574;07:17:00;Nathan Grant;entrance
575;07:17:00;Walter Lee;entrance
576;07:18:00;Michael Velazquez;fruit
577;07:18:00;Gilbert Lawson;dairy
578;07:18:00;Robert Rios;fruit
579;07:18:00;Susan Jones;dairy
580;07:18:00;Steven Lopez;spices
581;07:18:00;Steven West;dairy
582;07:18:00;Gary Johnson;dairy
583;07:18:00;Brian Kane;spices
584;07:18:00;Elizabeth Hicks;drinks
585;07:18:00;Mark Morrison;checkout and leave
586;07:18:00;Victoria Moss;spices
587;07:18:00;Timothy Carter;checkout and leave
588;07:18:00;Frank Petty;fruit
589;07:18:00;Latasha Douglas;dairy
590;07:18:00;Jon Flores;fruit
591;07:18:00;Jordan Baker;spices
592;07:18:00;Mrs. Stacey Rodriguez;fruit
593;07:18:00;Thomas Stewart;checkout and leave
594;07:18:00;Mary Moon;dairy
595;07:18:00;Anthony Knox;dairy
596;07:18:00;Kelly Turner;fruit
597;07:18:00;Mrs. Michele Fischer;drinks
598;07:18:00;Elizabeth Jordan;fruit
599;07:18:00;Christina Pittman;fruit
600;07:18:00;David King;dairy
601;07:18:00;Anthony Williams;spices
602;07:18:00;Robert Hall;spices
603;07:18:00;Joseph Collins;spices
604;07:18:00;Keith Nixon;drinks
605;07:18:00;Shannon Tanner;dairy
606;07:18:00;Kelly Davenport;checkout and leave
607;07:18:00;Nicole Rice;dairy
608;07:18:00;Tom Coleman;drinks
609;07:18:00;Jason Baker;spices
610;07:18:00;Mark Warren;fruit
611;07:18:00;Nathan Grant;drinks
612;07:18:00;Walter Lee;dairy
613;07:18:00;Richard Davis;entrance
614;07:18:00;April Peterson;entrance
615;07:18:00;Brittany Ayers;entrance
616;07:18:00;Christopher Boyer;entrance
617;07:19:00;Michael Velazquez;dairy
618;07:19:00;Gilbert Lawson;dairy
619;07:19:00;Robert Rios;dairy
620;07:19:00;Susan Jones;dairy
621;07:19:00;Steven Lopez;spices
622;07:19:00;Steven West;fruit
623;07:19:00;Gary Johnson;dairy
624;07:19:00;Brian Kane;checkout and leave
625;07:19:00;Elizabeth Hicks;spices
626;07:19:00;Victoria Moss;dairy
627;07:19:00;Frank Petty;checkout and leave
628;07:19:00;Latasha Douglas;drinks
629;07:19:00;Jon Flores;fruit
630;07:19:00;Jordan Baker;spices
631;07:19:00;Mrs. Stacey Rodriguez;drinks
632;07:19:00;Mary Moon;drinks
633;07:19:00;Anthony Knox;drinks
634;07:19:00;Kelly Turner;checkout and leave
635;07:19:00;Mrs. Michele Fischer;checkout and leave
636;07:19:00;Elizabeth Jordan;spices
637;07:19:00;Christina Pittman;dairy
638;07:19:00;David King;dairy
639;07:19:00;Anthony Williams;dairy
640;07:19:00;Robert Hall;drinks
641;07:19:00;Joseph Collins;dairy
642;07:19:00;Keith Nixon;dairy
643;07:19:00;Shannon Tanner;fruit
644;07:19:00;Nicole Rice;checkout and leave
645;07:19:00;Tom Coleman;dairy
646;07:19:00;Jason Baker;drinks
647;07:19:00;Mark Warren;dairy
648;07:19:00;Nathan Grant;dairy
649;07:19:00;Walter Lee;dairy
650;07:19:00;Richard Davis;spices
651;07:19:00;April Peterson;spices
652;07:19:00;Brittany Ayers;drinks
653;07:19:00;Christopher Boyer;dairy
654;07:19:00;Allison Harris;entrance
655;07:19:00;Denise Warren;entrance
656;07:19:00;Michael Roberts;entrance
657;07:19:00;Michael Sharp;entrance
658;07:19:00;Taylor Griffin;entrance
659;07:19:00;Christina Nelson;entrance
660;07:20:00;Michael Velazquez;drinks
661;07:20:00;Gilbert Lawson;fruit
662;07:20:00;Robert Rios;fruit
663;07:20:00;Susan Jones;checkout and leave
664;07:20:00;Steven Lopez;spices
665;07:20:00;Steven West;dairy
666;07:20:00;Gary Johnson;dairy
667;07:20:00;Elizabeth Hicks;checkout and leave
668;07:20:00;Victoria Moss;drinks
669;07:20:00;Latasha Douglas;spices
670;07:20:00;Jon Flores;drinks
671;07:20:00;Jordan Baker;dairy
672;07:20:00;Mrs. Stacey Rodriguez;fruit
